CSF,WM,GM
0.9914731642400271,0.0009947429373416844,0.00753209282263126
0.9913563365507376,0.0009985825411096803,0.007645080908152651
0.991122653539374,0.0010062580392504099,0.007871088421375638
0.9907736046077203,0.00101763869373053,0.008208756698549024
0.9903114370799172,0.0010326061908943842,0.008655956729188376
0.98973731644752,0.0010510673312795437,0.00921161622120044
0.9890542681740239,0.001072875629437342,0.009872856196538693
0.9882639924700002,0.0010978308533357577,0.010638176676663997
0.987368330914687,0.0011258291655443413,0.01150583991976855
0.9863688464715005,0.0011566805616337818,0.012474472966865737
0.9852659275003683,0.0011903134586587045,0.013543759040972898
0.9840603960013939,0.0012266070857351785,0.0147129969128709
0.9827511530591373,0.0012654960634013114,0.015983350877461562
0.9813366116243565,0.0013069373497685054,0.017356451025875037
0.9798146326334713,0.0013509215141965889,0.018834445852332033
0.9781817976506871,0.001397503896436732,0.020420698452876074
0.9764337870542132,0.0014467404513622414,0.022119472494424502
0.9745665003087016,0.0014987592841447953,0.02393474040715343
0.9725733279459325,0.001553671430782048,0.02587300062328555
0.9704481153584779,0.001611657770151741,0.027940226871370436
0.9681839611896678,0.001672862085869909,0.03014317672446241
0.9657730690288491,0.0017375933195132472,0.032489337651637556
0.9632065623118679,0.0018060887788837658,0.03498734890924829
0.9604763948418024,0.0018785456881157746,0.037645059470081794
0.9575726128761831,0.0019554630293894524,0.040471924094427444
0.9544855835704695,0.002037236553575098,0.04347717987595528
0.951205153266727,0.0021240675022258008,0.04667077923104715
0.9477205839328349,0.0022166325679247273,0.05006278349924038
0.9440216234941314,0.002315345849868011,0.05366303065600059
0.9400972211411796,0.002420732758456832,0.057482046100363525
0.9359362847742533,0.002533536411856065,0.06153017881389069
0.9315279901415848,0.002654354214418823,0.0658176556439964
0.9268612841670886,0.002783906162796522,0.07035480967011483
0.9219259472953281,0.002923074571243692,0.0751509781334283
0.9167110820346673,0.0030727533013858665,0.08021616466394686
0.9112073118183608,0.003233706253498279,0.08555898192814101
0.9054050182877897,0.0034070093589052964,0.09118797235330482
0.8992958391585458,0.0035938378060608634,0.09711032303539324
0.892871459387995,0.0037953207328035206,0.10333321987920155
0.8861255492730203,0.004012728311915505,0.10986172241506414
0.8790520487431309,0.00424747010837642,0.11670048114849257
0.8716470427236642,0.0045007837996011504,0.12385217347673462
0.8639070754085022,0.004774245766227983,0.1313186788252698
0.8558306815860628,0.005069575406603961,0.13909974300733313
0.8474175877326402,0.005388714293370512,0.1471936979739892
0.8386700357032447,0.005733270593284721,0.15559669370347062
0.8295908441434275,0.006105612506905704,0.1643035433496667
0.8201856641796427,0.006507893389474955,0.17330644243088228
0.810461801750003,0.006942341916399735,0.1825958563335973
0.8004282551837514,0.007411296331356061,0.19216044848489247
0.7900957233215616,0.007917605892437231,0.20198667078600113
0.779477696949889,0.008463507798010503,0.21205879525210053
0.7685883215057786,0.009051841863289391,0.22235983663093206
0.7574441290989833,0.009685534039549245,0.2328703368614675
0.7460624507664687,0.010367526734040705,0.2435700224994905
0.734462740054708,0.011100925266260744,0.2544363346790313
0.7226648948100637,0.011888807072001493,0.26544629811793485
0.7106905700019273,0.01273439290372518,0.2765750370943476
0.6985612260799942,0.013641083213477267,0.2877976907065285
0.686299602925011,0.01461220902822544,0.29908818804676357
0.6739283126203033,0.015651394760802077,0.31042029261889464
0.6614704312404255,0.01676185059442312,0.3217677181651513
0.6489483501112555,0.017947303706012482,0.333104346182732
0.6363846268934794,0.019211321245158165,0.34440405186136236
0.6238009334195586,0.020557415224824217,0.3556416513556172
0.6112186128480003,0.021989239216378943,0.36679214793562076
0.5986579402830987,0.02351041165505741,0.3778316480618439
0.5861381131091146,0.02512442181622974,0.3887374650746558
0.573677518697534,0.02683479464780734,0.3994876866546586
0.561293326567594,0.02864485060911909,0.41006182282328696
0.5490012916474244,0.030558053126873572,0.42044065522570206
0.5368160692124812,0.0325777253134698,0.43060620547404904
0.5247510359526357,0.03470680078672294,0.44054216326064133
0.5128181225055769,0.03694851538769489,0.45023336210672826
0.5010280680826517,0.03930575496052997,0.45966617695681833
0.48939044660665015,0.041781116345668105,0.4688284370476817
0.47791345960409476,0.04437724160330816,0.477709298792597
0.46660442258678786,0.04709629106181107,0.48629928635140107
0.4554691796771774,0.04994067157432752,0.4945901487484951
0.44451291307180685,0.052912154668969515,0.5025749322592238
0.43373975223567884,0.05601234120602993,0.5102479065582913
0.42315292235636714,0.05924276587164508,0.5176043117719877
0.4127548876001719,0.06260453458222452,0.5246405778176035
0.4025474392903229,0.06609849781963593,0.5313540628900412
0.39253166603423495,0.06972531429834657,0.5377430196674186
0.3827082221573056,0.07348509882778209,0.5438066790149123
0.3730770646432088,0.07737804671870074,0.5495448886380905
0.36363791019228453,0.08140366696517375,0.5549584228425416
0.35439000411905525,0.08556131123826473,0.56004868464268
0.34533222384165363,0.08985015211013837,0.564817624048208
0.33646321010470875,0.0942689656539626,0.5692678242413286
0.3277813420905955,0.09881626608563143,0.573402391823773
0.3192848813894931,0.10349009347087754,0.5772250251396293
0.3109718161562972,0.10828845749054818,0.5807397263531546
0.30283994413443815,0.11320914712213782,0.583950908743424
0.2948869326240514,0.11824974742700538,0.5868633199489433
0.28711036056282585,0.12340737212266423,0.5894822673145099
0.27950768044629065,0.12867937478344346,0.5918129447702659
0.27207647083752384,0.13406263656847944,0.5938608925939967
0.2648139560431182,0.13955421311137645,0.5956318308455053
0.2577174316260651,0.1451509883699655,0.5971315800039694
0.2507839321994337,0.1508500657945455,0.5983660020060209
0.2440107445234244,0.15664811869176853,0.599341136784807
0.23739502373791105,0.16254233031804685,0.600062645944042
0.2309338705084262,0.1685298481608703,0.6005362813307036
0.22462435115773954,0.17460795844966737,0.6007676903925931
0.21846368614042133,0.1807740615333938,0.6007622523261847
0.2124482899808769,0.1870263700464515,0.6005253399726717
0.20657577701591884,0.19336239131733549,0.6000618316667458
0.20084241710595419,0.19978087063803823,0.5993767122560076
0.1952454772041185,0.20628036472720998,0.5984741580686714
0.18978107210696316,0.21286034103136287,0.597358586861674
0.18444634081601763,0.2195203551191332,0.5960333040648491
0.1792380043965922,0.2262604861791268,0.5945015094242811
0.17415210182887877,0.2330811184364026,0.5927667797347186
0.16918513882551245,0.23998393691625827,0.5908309242582294
0.16433413140362516,0.24697012634585724,0.5886957422505176
0.15959518636397693,0.25404202454117614,0.5863627890948471
0.1549648704992977,0.2612023193495266,0.5838328101511756
0.1504396089399902,0.2684543244653189,0.5811060665946908
0.14601592397132096,0.2758015597070218,0.5781825163216572
0.1416908355336338,0.2832484230379236,0.5750607414284427
0.1374605896689582,0.290799451066442,0.5717399592645998
0.1333221572930014,0.29845978379444155,0.5682180589125572
0.12927229520746927,0.30623502113045875,0.564492683662072
0.12530822988152726,0.31413075179849415,0.5605610183199785
