CSF,WM,GM
0.12142658128428804,0.32215299333904496,0.5564204253766669
0.11762449859131677,0.3303084344889505,0.5520670669197328
0.11389960947062228,0.338603169180582,0.5474972213487957
0.11024927868307724,0.34704362156575713,0.5427070997511656
0.10667089482472479,0.3556362832436867,0.5376928219315885
0.10316215242463846,0.36438742134182256,0.5324504262335389
0.09972092222267043,0.3733029716716211,0.5269761061057086
0.09634554335053726,0.38238855130882776,0.5212659053406349
0.09303404710891115,0.3916492074406713,0.5153167454504176
0.08978531674713672,0.4010892879247122,0.5091253953281509
0.0865975112914042,0.41071276597629414,0.5026897227323016
0.08346952216662999,0.42052245814232925,0.4960080196910407
0.08040074305780556,0.43052014148409573,0.4890791154580987
0.07739043415790878,0.44070664725861947,0.4819029185834718
0.07443800996396326,0.451081557095361,0.47448043294067577
0.07154305452382133,0.46164319289703004,0.4668137525791487
0.06870562444436236,0.47238824432392584,0.4589061312317118
0.06592567488157196,0.48331225752498974,0.45076206759343834
0.06320362649806324,0.4944088679848728,0.4423875055170639
0.06053976581725297,0.5056703558953954,0.43378987828735155
0.05793445209105202,0.5170874885394412,0.4249780593695067
0.05538851365767505,0.5286491178411951,0.4159623685011298
0.052902366417666775,0.5403429003781418,0.40675473320419153
0.05047709287316747,0.5521545695402392,0.3973683375865933
0.04811331686893811,0.5640686888178775,0.3878179943131844
0.04581225547507817,0.576068103486468,0.3781196410384539
0.043574556170618325,0.5881347753100125,0.36829066851936926
0.04140103713341145,0.600249505951923,0.3583494569146655
0.03929241335260691,0.6123920192083578,0.34831556743903525
0.03724984613551654,0.624541009278395,0.33820914458608853
0.0352736509636473,0.6366751607857911,0.3280511882505616
0.03336451569007057,0.6487722996126435,0.31786318469728597
0.03152267691498125,0.6608103303346651,0.30766699275035364
0.029748381917905648,0.6727672036217934,0.29748441446030083
0.028041818586235976,0.6846209237532273,0.2873372576605368
0.02640328042137508,0.6963495685189339,0.277247151059691
0.024831948662247454,0.7079328811005434,0.26723517023720916
0.023327630665712133,0.7193506488957242,0.25732172043856355
0.02188978481206659,0.7305836999712466,0.24752651521668675
0.020517543975883207,0.7416141051738866,0.23786835085023017
0.019210045648103868,0.7524253439829588,0.2283646103689374
0.017966358537526934,0.7630015483041337,0.21903209315833935
0.016784848515915045,0.7733294214068475,0.20988573007723746
0.01566463634358518,0.7833960932314894,0.20093927042492546
0.014604000986385634,0.7931906844619957,0.19220531455161868
0.013601139613780571,0.8027043329460181,0.18369452744020137
0.01265456503822933,0.8119288067776618,0.1754166281841089
0.011762186002706192,0.8208583152446435,0.16737949875265026
0.010922207507656602,0.8294881605645804,0.15958963192776307
0.010132623454791037,0.8378150942681329,0.15205228227707607
0.009391632609170733,0.8458372363284757,0.14477113106235356
0.008696887945656864,0.8535545184450732,0.13774859360926994
0.008046662284636734,0.8609671402693775,0.1309861974459857
0.0074385335273435185,0.8680779212875261,0.12448354518513033
0.0068707947882613645,0.874889367735443,0.11823983747629573
0.00634117750269294,0.8814058119394328,0.11225301055787425
0.005847932095539229,0.8876318110849334,0.10652025681952748
0.0053889108577210125,0.8935736976144092,0.10103739152786971
0.004962142173933823,0.8992374489820332,0.09580040884403289
0.004565880397826877,0.9046302043788301,0.09080391522334304
0.00419847704797223,0.9097592024297416,0.08604232052228614
0.0038579745683187195,0.9146327161996657,0.0815093092320156
0.0035426971184950437,0.9192589992562981,0.07719830362520702
0.0032512311795474765,0.9236460441864461,0.07310272463400631
0.002981760683640726,0.9278029571584832,0.06921528215787603
0.0027330797772544247,0.9317383309871852,0.06552858923556029
0.0025036828566561394,0.9354611043171076,0.06203521282623612
0.0022920876530743953,0.9389804716178585,0.05872744072906705
0.002097389733674403,0.9423043450179718,0.05559826524835376
0.001918013855826507,0.945442481193313,0.052639504950860574
0.0017531334251338117,0.9484027673133304,0.04984409926153568
0.0016017990292655612,0.9511938204468853,0.04720438052384917
0.001462692025601394,0.9538237152781922,0.04471359269620642
0.0013349503066259788,0.9563012488586298,0.04236380083474422
0.0012178169259732625,0.9586333842604544,0.04014879881357224
0.001110420510725889,0.9608282497075884,0.038061329781685645
0.001012066405142573,0.9628924066529961,0.036095526941861314
0.0009220060013106525,0.9648336818695442,0.03424431212914515
0.0008395259726155171,0.9666585320240529,0.03250194200333164
0.0007640715025010777,0.9683736075170577,0.03086232098044124
0.0006951618404970799,0.9699845925957107,0.029320245563792174
0.0006321915198580516,0.9714981191651622,0.027869689314979806
0.0005747490167924955,0.9729193889354252,0.026505862047782353
0.0005222660717468027,0.9742539507908099,0.025223783137443254
0.0004743971011665258,0.9755068986532656,0.024018704245567853
0.00043058291895889015,0.9766835301944076,0.02288588688663361
0.0003908303307713447,0.977787614428507,0.021821555240721678
0.00035444749250943534,0.9788244395732073,0.02082111293428325
0.0003212799319668659,0.979797431489478,0.019881288578555183
0.00029115044283200745,0.9807110672289556,0.01899778232821226
0.000263793603182382,0.9815684790255699,0.018167727371247774
0.00023869067285803704,0.9823741808175831,0.01738712850955876
0.00021598068051420383,0.9831297514459935,0.016654267873492445
0.00019532269009224094,0.9838400877485596,0.01596458956134831
0.000176622817394882,0.9845069470587742,0.015316430123830941
0.00015963256600113416,0.9851334766956167,0.014706890738382175
0.00014405587619490054,0.9857223381340533,0.014133605989751725
0.00012980072919406587,0.9862764266635489,0.013593772607257136
0.00011691635137716679,0.9867969198244736,0.013086163824149214
0.00010533037745271928,0.9872869838861839,0.012607685736363422
9.468174207940472e-05,0.9877480910765805,0.012157227181340035
8.523647777056592e-05,0.9881818280545915,0.011732935467638017
7.664617186731518e-05,0.9885912857981056,0.011332068030027185
6.875976339600358e-05,0.988977104980662,0.01095413525594186
6.175399549421834e-05,0.9893406032840626,0.010597642720443128
5.521127984139438e-05,0.9896845764712338,0.010260212248925045
4.932791602896216e-05,0.990009199883845,0.009941472200125916
4.404210100748329e-05,0.9903165146828303,0.009639443216162297
3.911878294547125e-05,0.9906077426360488,0.009353138581005624
3.476745663998832e-05,0.9908835765495884,0.009081655993771788
3.0895612283722944e-05,0.991144942225862,0.008824162161854216
2.7242705990384888e-05,0.9913938472228779,0.008578910071131627
2.424044558079887e-05,0.9916289362477381,0.008346823306681149
2.1319240342411612e-05,0.9918537841314196,0.00812489662823797
1.8664675234992523e-05,0.9920673156413394,0.00791401968342552
1.624511875309056e-05,0.9922705537470765,0.007713201134170411
1.4168763284993269e-05,0.9924628360146164,0.007522995222098521
1.2184161398766802e-05,0.992645759761661,0.00734205607694021
1.0457092763670245e-05,0.9928182689313595,0.007171273975876743
8.849310944784414e-06,0.9929806658530741,0.007010484835981143
7.493099246085069e-06,0.9931312933057969,0.006861213594957108
6.338244735172272e-06,0.9932705668773508,0.00672309487791388
5.356683736861513e-06,0.9933962389947413,0.006598404321521869
4.526117385383935e-06,0.9935078589050006,0.006487614977614054
3.8024095137300694e-06,0.9936046368790673,0.006391560711418896
3.1289226707070198e-06,0.9936842655892449,0.006312605488084406
2.685789526897764e-06,0.9937456206139642,0.006251693596508939
2.361351190528326e-06,0.9937871551514853,0.006210483497324031
2.2588124915342258e-06,0.9938072203289352,0.006190520858573288
